,pclass,survived,age,Siblings and Spouses Aboard,Parents and Children Aboard,fare,embarked,cabin_letter,is_male,Total Family Aboard
350,2.0,1.0,15.0,0.0,2.0,39.0,Southampton,,0,2.0
351,2.0,0.0,60.0,1.0,1.0,39.0,Southampton,,1,2.0
352,2.0,1.0,40.0,1.0,1.0,39.0,Southampton,,0,2.0
353,2.0,1.0,20.0,1.0,0.0,26.0,Southampton,,0,1.0
354,2.0,0.0,25.0,1.0,0.0,26.0,Southampton,,1,1.0
355,2.0,1.0,36.0,0.0,0.0,13.0,Southampton,,0,0.0
356,2.0,0.0,25.0,0.0,0.0,13.0,Southampton,,1,0.0
357,2.0,0.0,42.0,0.0,0.0,13.0,Southampton,,1,0.0
358,2.0,1.0,42.0,0.0,0.0,13.0,Southampton,,0,0.0
359,2.0,1.0,0.8333,0.0,2.0,29.0,Southampton,,1,2.0
360,2.0,1.0,26.0,1.0,1.0,29.0,Southampton,,1,2.0
361,2.0,1.0,22.0,1.0,1.0,29.0,Southampton,,0,2.0
362,2.0,1.0,35.0,0.0,0.0,21.0,Southampton,,0,0.0
363,2.0,0.0,,0.0,0.0,0.0,Southampton,,1,0.0
364,2.0,0.0,19.0,0.0,0.0,13.0,Southampton,,1,0.0
365,2.0,0.0,44.0,1.0,0.0,26.0,Southampton,,0,1.0
366,2.0,0.0,54.0,1.0,0.0,26.0,Southampton,,1,1.0
367,2.0,0.0,52.0,0.0,0.0,13.5,Southampton,,1,0.0
368,2.0,0.0,37.0,1.0,0.0,26.0,Southampton,,1,1.0
369,2.0,0.0,29.0,1.0,0.0,26.0,Southampton,,0,1.0
370,2.0,1.0,25.0,1.0,1.0,30.0,Southampton,,0,2.0
371,2.0,1.0,45.0,0.0,2.0,30.0,Southampton,,0,2.0
372,2.0,0.0,29.0,1.0,0.0,26.0,Southampton,,1,1.0
373,2.0,1.0,28.0,1.0,0.0,26.0,Southampton,,0,1.0
374,2.0,0.0,29.0,0.0,0.0,10.5,Southampton,,1,0.0
375,2.0,0.0,28.0,0.0,0.0,13.0,Southampton,,1,0.0
376,2.0,1.0,24.0,0.0,0.0,10.5,Southampton,,1,0.0
377,2.0,1.0,8.0,0.0,2.0,26.25,Southampton,,0,2.0
378,2.0,0.0,31.0,1.0,1.0,26.25,Southampton,,1,2.0
379,2.0,1.0,31.0,1.0,1.0,26.25,Southampton,,0,2.0
380,2.0,1.0,22.0,0.0,0.0,10.5,Southampton,F,0,0.0
381,2.0,0.0,30.0,0.0,0.0,13.0,Southampton,,0,0.0
382,2.0,0.0,,0.0,0.0,21.0,Southampton,,0,0.0
383,2.0,0.0,21.0,0.0,0.0,11.5,Southampton,,1,0.0
384,2.0,0.0,,0.0,0.0,0.0,Southampton,,1,0.0
385,2.0,1.0,8.0,1.0,1.0,36.75,Southampton,,1,2.0
386,2.0,0.0,18.0,0.0,0.0,73.5,Southampton,,1,0.0
387,2.0,1.0,48.0,0.0,2.0,36.75,Southampton,,0,2.0
388,2.0,1.0,28.0,0.0,0.0,13.0,Southampton,,0,0.0
389,2.0,0.0,32.0,0.0,0.0,13.0,Southampton,,1,0.0
390,2.0,0.0,17.0,0.0,0.0,73.5,Southampton,,1,0.0
391,2.0,0.0,29.0,1.0,0.0,27.7208,Cherbourg,,1,1.0
392,2.0,1.0,24.0,1.0,0.0,27.7208,Cherbourg,,0,1.0
393,2.0,0.0,25.0,0.0,0.0,31.5,Southampton,,1,0.0
394,2.0,0.0,18.0,0.0,0.0,73.5,Southampton,,1,0.0
395,2.0,1.0,18.0,0.0,1.0,23.0,Southampton,,0,1.0
396,2.0,1.0,34.0,0.0,1.0,23.0,Southampton,,0,1.0
397,2.0,0.0,54.0,0.0,0.0,26.0,Southampton,,1,0.0
398,2.0,1.0,8.0,0.0,2.0,32.5,Southampton,,1,2.0
399,2.0,0.0,42.0,1.0,1.0,32.5,Southampton,,1,2.0
400,2.0,1.0,34.0,1.0,1.0,32.5,Southampton,,0,2.0
401,2.0,1.0,27.0,1.0,0.0,13.8583,Cherbourg,,0,1.0
402,2.0,1.0,30.0,1.0,0.0,13.8583,Cherbourg,,0,1.0
403,2.0,0.0,23.0,0.0,0.0,13.0,Southampton,,1,0.0
404,2.0,0.0,21.0,0.0,0.0,13.0,Southampton,,1,0.0
405,2.0,0.0,18.0,0.0,0.0,13.0,Southampton,,1,0.0
406,2.0,0.0,40.0,1.0,0.0,26.0,Southampton,,1,1.0
407,2.0,1.0,29.0,1.0,0.0,26.0,Southampton,,0,1.0
408,2.0,0.0,18.0,0.0,0.0,10.5,Southampton,,1,0.0
409,2.0,0.0,36.0,0.0,0.0,13.0,Southampton,,1,0.0
410,2.0,0.0,,0.0,0.0,0.0,Southampton,,1,0.0
411,2.0,0.0,38.0,0.0,0.0,13.0,Southampton,,0,0.0
412,2.0,0.0,35.0,0.0,0.0,26.0,Southampton,,1,0.0
413,2.0,0.0,38.0,1.0,0.0,21.0,Southampton,,1,1.0
414,2.0,0.0,34.0,1.0,0.0,21.0,Southampton,,1,1.0
415,2.0,1.0,34.0,0.0,0.0,13.0,Southampton,,0,0.0
416,2.0,0.0,16.0,0.0,0.0,26.0,Southampton,,1,0.0
417,2.0,0.0,26.0,0.0,0.0,10.5,Southampton,,1,0.0
418,2.0,0.0,47.0,0.0,0.0,10.5,Southampton,,1,0.0
419,2.0,0.0,21.0,1.0,0.0,11.5,Southampton,,1,1.0
420,2.0,0.0,21.0,1.0,0.0,11.5,Southampton,,1,1.0
421,2.0,0.0,24.0,0.0,0.0,13.5,Southampton,,1,0.0
422,2.0,0.0,24.0,0.0,0.0,13.0,Southampton,,1,0.0
423,2.0,0.0,34.0,0.0,0.0,13.0,Southampton,,1,0.0
424,2.0,0.0,30.0,0.0,0.0,13.0,Southampton,,1,0.0
425,2.0,0.0,52.0,0.0,0.0,13.0,Southampton,,1,0.0
426,2.0,0.0,30.0,0.0,0.0,13.0,Southampton,,1,0.0
427,2.0,1.0,0.6667,1.0,1.0,14.5,Southampton,,1,2.0
428,2.0,1.0,24.0,0.0,2.0,14.5,Southampton,,0,2.0
429,2.0,0.0,44.0,0.0,0.0,13.0,Southampton,,1,0.0
430,2.0,1.0,6.0,0.0,1.0,33.0,Southampton,,0,1.0
431,2.0,0.0,28.0,0.0,1.0,33.0,Southampton,,1,1.0
432,2.0,1.0,62.0,0.0,0.0,10.5,Southampton,,1,0.0
433,2.0,0.0,30.0,0.0,0.0,10.5,Southampton,,1,0.0
434,2.0,1.0,7.0,0.0,2.0,26.25,Southampton,,0,2.0
435,2.0,0.0,43.0,1.0,1.0,26.25,Southampton,,1,2.0
436,2.0,1.0,45.0,1.0,1.0,26.25,Southampton,,0,2.0
437,2.0,1.0,24.0,1.0,2.0,65.0,Southampton,,0,3.0
438,2.0,1.0,24.0,1.0,2.0,65.0,Southampton,,0,3.0
439,2.0,0.0,49.0,1.0,2.0,65.0,Southampton,,1,3.0
440,2.0,1.0,48.0,1.0,2.0,65.0,Southampton,,0,3.0
441,2.0,1.0,55.0,0.0,0.0,16.0,Southampton,,0,0.0
442,2.0,0.0,24.0,2.0,0.0,73.5,Southampton,,1,2.0
443,2.0,0.0,32.0,2.0,0.0,73.5,Southampton,,1,2.0
444,2.0,0.0,21.0,2.0,0.0,73.5,Southampton,,1,2.0
445,2.0,0.0,18.0,1.0,1.0,13.0,Southampton,,0,2.0
446,2.0,1.0,20.0,2.0,1.0,23.0,Southampton,,0,3.0
447,2.0,0.0,23.0,2.0,1.0,11.5,Southampton,,1,3.0
448,2.0,0.0,36.0,0.0,0.0,13.0,Southampton,,1,0.0
449,2.0,1.0,54.0,1.0,3.0,23.0,Southampton,,0,4.0
450,2.0,0.0,50.0,0.0,0.0,13.0,Southampton,,1,0.0
451,2.0,0.0,44.0,1.0,0.0,26.0,Southampton,,1,1.0
452,2.0,1.0,29.0,1.0,0.0,26.0,Southampton,,0,1.0
453,2.0,0.0,21.0,0.0,0.0,73.5,Southampton,,1,0.0
454,2.0,1.0,42.0,0.0,0.0,13.0,Southampton,,1,0.0
455,2.0,0.0,63.0,1.0,0.0,26.0,Southampton,,1,1.0
456,2.0,0.0,60.0,1.0,0.0,26.0,Southampton,,0,1.0
457,2.0,0.0,33.0,0.0,0.0,12.275,Southampton,,1,0.0
458,2.0,1.0,17.0,0.0,0.0,10.5,Southampton,,0,0.0
459,2.0,0.0,42.0,1.0,0.0,27.0,Southampton,,1,1.0
460,2.0,1.0,24.0,2.0,1.0,27.0,Southampton,,0,3.0
461,2.0,0.0,47.0,0.0,0.0,15.0,Southampton,,1,0.0
462,2.0,0.0,24.0,2.0,0.0,31.5,Southampton,,1,2.0
463,2.0,0.0,22.0,2.0,0.0,31.5,Southampton,,1,2.0
464,2.0,0.0,32.0,0.0,0.0,10.5,Southampton,,1,0.0
465,2.0,1.0,23.0,0.0,0.0,13.7917,Cherbourg,D,0,0.0
466,2.0,0.0,34.0,1.0,0.0,26.0,Southampton,,1,1.0
467,2.0,1.0,24.0,1.0,0.0,26.0,Southampton,,0,1.0
468,2.0,0.0,22.0,0.0,0.0,21.0,Southampton,,0,0.0
469,2.0,1.0,,0.0,0.0,12.35,Queenstown,E,0,0.0
470,2.0,0.0,35.0,0.0,0.0,12.35,Queenstown,,1,0.0
471,2.0,1.0,45.0,0.0,0.0,13.5,Southampton,,0,0.0
472,2.0,0.0,57.0,0.0,0.0,12.35,Queenstown,,1,0.0
473,2.0,0.0,,0.0,0.0,0.0,Southampton,,1,0.0
474,2.0,0.0,31.0,0.0,0.0,10.5,Southampton,,1,0.0
475,2.0,0.0,26.0,1.0,1.0,26.0,Southampton,,0,2.0
476,2.0,0.0,30.0,1.0,1.0,26.0,Southampton,,1,2.0
477,2.0,0.0,,0.0,0.0,10.7083,Queenstown,,1,0.0
478,2.0,1.0,1.0,1.0,2.0,41.5792,Cherbourg,,0,3.0
479,2.0,1.0,3.0,1.0,2.0,41.5792,Cherbourg,,0,3.0
480,2.0,0.0,25.0,1.0,2.0,41.5792,Cherbourg,,1,3.0
481,2.0,1.0,22.0,1.0,2.0,41.5792,Cherbourg,,0,3.0
482,2.0,1.0,17.0,0.0,0.0,12.0,Cherbourg,,0,0.0
483,2.0,1.0,,0.0,0.0,33.0,Southampton,,0,0.0
484,2.0,1.0,34.0,0.0,0.0,10.5,Southampton,F,0,0.0
485,2.0,0.0,36.0,0.0,0.0,12.875,Cherbourg,D,1,0.0
486,2.0,0.0,24.0,0.0,0.0,10.5,Southampton,,1,0.0
487,2.0,0.0,61.0,0.0,0.0,12.35,Queenstown,,1,0.0
488,2.0,0.0,50.0,1.0,0.0,26.0,Southampton,,1,1.0
489,2.0,1.0,42.0,1.0,0.0,26.0,Southampton,,0,1.0
490,2.0,0.0,57.0,0.0,0.0,10.5,Southampton,E,0,0.0
491,2.0,0.0,,0.0,0.0,15.0458,Cherbourg,D,1,0.0
492,2.0,1.0,1.0,0.0,2.0,37.0042,Cherbourg,,1,2.0
493,2.0,0.0,31.0,1.0,1.0,37.0042,Cherbourg,,1,2.0
494,2.0,1.0,24.0,1.0,1.0,37.0042,Cherbourg,,0,2.0
495,2.0,0.0,,0.0,0.0,15.5792,Cherbourg,,1,0.0
496,2.0,0.0,30.0,0.0,0.0,13.0,Southampton,,1,0.0
497,2.0,0.0,40.0,0.0,0.0,16.0,Southampton,,1,0.0
498,2.0,0.0,32.0,0.0,0.0,13.5,Southampton,,1,0.0
499,2.0,0.0,30.0,0.0,0.0,13.0,Southampton,,1,0.0
500,2.0,0.0,46.0,0.0,0.0,26.0,Southampton,,1,0.0
501,2.0,1.0,13.0,0.0,1.0,19.5,Southampton,,0,1.0
502,2.0,1.0,41.0,0.0,1.0,19.5,Southampton,,0,1.0
503,2.0,1.0,19.0,0.0,0.0,10.5,Southampton,,1,0.0
504,2.0,0.0,39.0,0.0,0.0,13.0,Southampton,,1,0.0
505,2.0,0.0,48.0,0.0,0.0,13.0,Southampton,,1,0.0
506,2.0,0.0,70.0,0.0,0.0,10.5,Southampton,,1,0.0
507,2.0,0.0,27.0,0.0,0.0,13.0,Southampton,,1,0.0
508,2.0,0.0,54.0,0.0,0.0,14.0,Southampton,,1,0.0
509,2.0,0.0,39.0,0.0,0.0,26.0,Southampton,,1,0.0
510,2.0,0.0,16.0,0.0,0.0,10.5,Southampton,,1,0.0
511,2.0,0.0,62.0,0.0,0.0,9.6875,Queenstown,,1,0.0
512,2.0,0.0,32.5,1.0,0.0,30.0708,Cherbourg,,1,1.0
513,2.0,1.0,14.0,1.0,0.0,30.0708,Cherbourg,,0,1.0
514,2.0,1.0,2.0,1.0,1.0,26.0,Southampton,F,1,2.0
515,2.0,1.0,3.0,1.0,1.0,26.0,Southampton,F,1,2.0
516,2.0,0.0,36.5,0.0,2.0,26.0,Southampton,F,1,2.0
517,2.0,0.0,26.0,0.0,0.0,13.0,Southampton,F,1,0.0
518,2.0,0.0,19.0,1.0,1.0,36.75,Southampton,,1,2.0
519,2.0,0.0,28.0,0.0,0.0,13.5,Southampton,,1,0.0
520,2.0,1.0,20.0,0.0,0.0,13.8625,Cherbourg,D,1,0.0
521,2.0,1.0,29.0,0.0,0.0,10.5,Southampton,F,0,0.0
522,2.0,0.0,39.0,0.0,0.0,13.0,Southampton,,1,0.0
523,2.0,1.0,22.0,0.0,0.0,10.5,Southampton,,1,0.0
524,2.0,1.0,,0.0,0.0,13.8625,Cherbourg,,1,0.0
525,2.0,0.0,23.0,0.0,0.0,10.5,Southampton,,1,0.0
526,2.0,1.0,29.0,0.0,0.0,13.8583,Cherbourg,,1,0.0
527,2.0,0.0,28.0,0.0,0.0,10.5,Southampton,,1,0.0
528,2.0,0.0,,0.0,0.0,0.0,Southampton,,1,0.0
529,2.0,1.0,50.0,0.0,1.0,26.0,Southampton,,0,1.0
530,2.0,0.0,19.0,0.0,0.0,10.5,Southampton,,1,0.0
531,2.0,0.0,,0.0,0.0,15.05,Cherbourg,,1,0.0
532,2.0,0.0,41.0,0.0,0.0,13.0,Southampton,,1,0.0
533,2.0,1.0,21.0,0.0,1.0,21.0,Southampton,,0,1.0
534,2.0,1.0,19.0,0.0,0.0,26.0,Southampton,,0,0.0
535,2.0,0.0,43.0,0.0,1.0,21.0,Southampton,,1,1.0
536,2.0,1.0,32.0,0.0,0.0,13.0,Southampton,,0,0.0
537,2.0,0.0,34.0,0.0,0.0,13.0,Southampton,,1,0.0
538,2.0,1.0,30.0,0.0,0.0,12.7375,Cherbourg,,1,0.0
539,2.0,0.0,27.0,0.0,0.0,15.0333,Cherbourg,,1,0.0
540,2.0,1.0,2.0,1.0,1.0,26.0,Southampton,,0,2.0
541,2.0,1.0,8.0,1.0,1.0,26.0,Southampton,,0,2.0
542,2.0,1.0,33.0,0.0,2.0,26.0,Southampton,,0,2.0
543,2.0,0.0,36.0,0.0,0.0,10.5,Southampton,,1,0.0
544,2.0,0.0,34.0,1.0,0.0,21.0,Southampton,,1,1.0
545,2.0,1.0,30.0,3.0,0.0,21.0,Southampton,,0,3.0
546,2.0,1.0,28.0,0.0,0.0,13.0,Southampton,,0,0.0
547,2.0,0.0,23.0,0.0,0.0,15.0458,Cherbourg,,1,0.0
548,2.0,1.0,0.8333,1.0,1.0,18.75,Southampton,,1,2.0
549,2.0,1.0,3.0,1.0,1.0,18.75,Southampton,,1,2.0
550,2.0,1.0,24.0,2.0,3.0,18.75,Southampton,,0,5.0
551,2.0,1.0,50.0,0.0,0.0,10.5,Southampton,,0,0.0
552,2.0,0.0,19.0,0.0,0.0,10.5,Southampton,,1,0.0
553,2.0,1.0,21.0,0.0,0.0,10.5,Southampton,,0,0.0
554,2.0,0.0,26.0,0.0,0.0,13.0,Southampton,,1,0.0
555,2.0,0.0,25.0,0.0,0.0,13.0,Southampton,,1,0.0
556,2.0,0.0,27.0,0.0,0.0,26.0,Southampton,,1,0.0
557,2.0,1.0,25.0,0.0,1.0,26.0,Southampton,,0,1.0
558,2.0,1.0,18.0,0.0,2.0,13.0,Southampton,,0,2.0
559,2.0,1.0,20.0,0.0,0.0,36.75,Southampton,,0,0.0
560,2.0,1.0,30.0,0.0,0.0,13.0,Southampton,,0,0.0
561,2.0,0.0,59.0,0.0,0.0,13.5,Southampton,,1,0.0
562,2.0,1.0,30.0,0.0,0.0,12.35,Queenstown,,0,0.0
563,2.0,0.0,35.0,0.0,0.0,10.5,Southampton,,1,0.0
564,2.0,1.0,40.0,0.0,0.0,13.0,Southampton,,0,0.0
565,2.0,0.0,25.0,0.0,0.0,13.0,Southampton,,1,0.0
566,2.0,0.0,41.0,0.0,0.0,15.0458,Cherbourg,,1,0.0
567,2.0,0.0,25.0,0.0,0.0,10.5,Southampton,,1,0.0
568,2.0,0.0,18.5,0.0,0.0,13.0,Southampton,F,1,0.0
569,2.0,0.0,14.0,0.0,0.0,65.0,Southampton,,1,0.0
570,2.0,1.0,50.0,0.0,0.0,10.5,Southampton,,0,0.0
571,2.0,0.0,23.0,0.0,0.0,13.0,Southampton,,1,0.0
572,2.0,1.0,28.0,0.0,0.0,12.65,Southampton,,0,0.0
573,2.0,1.0,27.0,0.0,0.0,10.5,Southampton,E,0,0.0
574,2.0,0.0,29.0,1.0,0.0,21.0,Southampton,,1,1.0
575,2.0,0.0,27.0,1.0,0.0,21.0,Southampton,,0,1.0
576,2.0,0.0,40.0,0.0,0.0,13.0,Southampton,,1,0.0
577,2.0,1.0,31.0,0.0,0.0,21.0,Southampton,,0,0.0
578,2.0,0.0,30.0,1.0,0.0,21.0,Southampton,,1,1.0
579,2.0,0.0,23.0,1.0,0.0,10.5,Southampton,,1,1.0
580,2.0,1.0,31.0,0.0,0.0,21.0,Southampton,,0,0.0
581,2.0,0.0,,0.0,0.0,0.0,Southampton,,1,0.0
582,2.0,1.0,12.0,0.0,0.0,15.75,Southampton,,0,0.0
583,2.0,1.0,40.0,0.0,0.0,15.75,Southampton,,0,0.0
584,2.0,1.0,32.5,0.0,0.0,13.0,Southampton,E,0,0.0
585,2.0,0.0,27.0,1.0,0.0,26.0,Southampton,,1,1.0
586,2.0,1.0,29.0,1.0,0.0,26.0,Southampton,,0,1.0
587,2.0,1.0,2.0,1.0,1.0,23.0,Southampton,,1,2.0
588,2.0,1.0,4.0,1.0,1.0,23.0,Southampton,,0,2.0
589,2.0,1.0,29.0,0.0,2.0,23.0,Southampton,,0,2.0
590,2.0,1.0,0.9167,1.0,2.0,27.75,Southampton,,0,3.0
591,2.0,1.0,5.0,1.0,2.0,27.75,Southampton,,0,3.0
592,2.0,0.0,36.0,1.0,2.0,27.75,Southampton,,1,3.0
593,2.0,1.0,33.0,1.0,2.0,27.75,Southampton,,0,3.0
594,2.0,0.0,66.0,0.0,0.0,10.5,Southampton,,1,0.0
595,2.0,0.0,,0.0,0.0,12.875,Southampton,,1,0.0
596,2.0,1.0,31.0,0.0,0.0,13.0,Southampton,,1,0.0
597,2.0,1.0,,0.0,0.0,13.0,Southampton,,1,0.0
598,2.0,1.0,26.0,0.0,0.0,13.5,Southampton,,0,0.0
599,2.0,0.0,24.0,0.0,0.0,13.0,Southampton,,0,0.0
600,3.0,0.0,42.0,0.0,0.0,7.55,Southampton,,1,0.0
601,3.0,0.0,13.0,0.0,2.0,20.25,Southampton,,1,2.0
602,3.0,0.0,16.0,1.0,1.0,20.25,Southampton,,1,2.0
603,3.0,1.0,35.0,1.0,1.0,20.25,Southampton,,0,2.0
604,3.0,1.0,16.0,0.0,0.0,7.65,Southampton,,0,0.0
605,3.0,1.0,25.0,0.0,0.0,7.65,Southampton,F,1,0.0
606,3.0,1.0,20.0,0.0,0.0,7.925,Southampton,,1,0.0
607,3.0,1.0,18.0,0.0,0.0,7.2292,Cherbourg,,0,0.0
608,3.0,0.0,30.0,0.0,0.0,7.25,Southampton,,1,0.0
609,3.0,0.0,26.0,0.0,0.0,8.05,Southampton,,1,0.0
610,3.0,0.0,40.0,1.0,0.0,9.475,Southampton,,0,1.0
611,3.0,1.0,0.8333,0.0,1.0,9.35,Southampton,,1,1.0
612,3.0,1.0,18.0,0.0,1.0,9.35,Southampton,,0,1.0
613,3.0,1.0,26.0,0.0,0.0,18.7875,Cherbourg,,1,0.0
614,3.0,0.0,26.0,0.0,0.0,7.8875,Southampton,,1,0.0
615,3.0,0.0,20.0,0.0,0.0,7.925,Southampton,,1,0.0
616,3.0,0.0,24.0,0.0,0.0,7.05,Southampton,,1,0.0
617,3.0,0.0,25.0,0.0,0.0,7.05,Southampton,,1,0.0
618,3.0,0.0,35.0,0.0,0.0,8.05,Southampton,,1,0.0
619,3.0,0.0,18.0,0.0,0.0,8.3,Southampton,,1,0.0
620,3.0,0.0,32.0,0.0,0.0,22.525,Southampton,,1,0.0
621,3.0,1.0,19.0,1.0,0.0,7.8542,Southampton,,0,1.0
622,3.0,0.0,4.0,4.0,2.0,31.275,Southampton,,1,6.0
623,3.0,0.0,6.0,4.0,2.0,31.275,Southampton,,0,6.0
624,3.0,0.0,2.0,4.0,2.0,31.275,Southampton,,0,6.0
625,3.0,1.0,17.0,4.0,2.0,7.925,Southampton,,0,6.0
626,3.0,0.0,38.0,4.0,2.0,7.775,Southampton,,0,6.0
627,3.0,0.0,9.0,4.0,2.0,31.275,Southampton,,0,6.0
628,3.0,0.0,11.0,4.0,2.0,31.275,Southampton,,0,6.0
629,3.0,0.0,39.0,1.0,5.0,31.275,Southampton,,1,6.0
630,3.0,1.0,27.0,0.0,0.0,7.7958,Southampton,,1,0.0
631,3.0,0.0,26.0,0.0,0.0,7.775,Southampton,,1,0.0
632,3.0,0.0,39.0,1.0,5.0,31.275,Southampton,,0,6.0
633,3.0,0.0,20.0,0.0,0.0,7.8542,Southampton,,1,0.0
634,3.0,0.0,26.0,0.0,0.0,7.8958,Southampton,,1,0.0
635,3.0,0.0,25.0,1.0,0.0,17.8,Southampton,,1,1.0
636,3.0,0.0,18.0,1.0,0.0,17.8,Southampton,,0,1.0
637,3.0,0.0,24.0,0.0,0.0,7.775,Southampton,,1,0.0
638,3.0,0.0,35.0,0.0,0.0,7.05,Southampton,,1,0.0
639,3.0,0.0,5.0,4.0,2.0,31.3875,Southampton,,1,6.0
640,3.0,0.0,9.0,4.0,2.0,31.3875,Southampton,,1,6.0
641,3.0,1.0,3.0,4.0,2.0,31.3875,Southampton,,1,6.0
642,3.0,0.0,13.0,4.0,2.0,31.3875,Southampton,,1,6.0
643,3.0,1.0,5.0,4.0,2.0,31.3875,Southampton,,0,6.0
644,3.0,0.0,40.0,1.0,5.0,31.3875,Southampton,,1,6.0
645,3.0,1.0,23.0,0.0,0.0,7.7958,Southampton,,1,0.0
646,3.0,1.0,38.0,1.0,5.0,31.3875,Southampton,,0,6.0
647,3.0,1.0,45.0,0.0,0.0,7.225,Cherbourg,,0,0.0
648,3.0,0.0,21.0,0.0,0.0,7.225,Cherbourg,,1,0.0
649,3.0,0.0,23.0,0.0,0.0,7.05,Southampton,,1,0.0
650,3.0,0.0,17.0,0.0,0.0,14.4583,Cherbourg,,0,0.0
651,3.0,0.0,30.0,0.0,0.0,7.225,Cherbourg,,1,0.0
652,3.0,0.0,23.0,0.0,0.0,7.8542,Southampton,,1,0.0
653,3.0,1.0,13.0,0.0,0.0,7.2292,Cherbourg,,0,0.0
654,3.0,0.0,20.0,0.0,0.0,7.225,Cherbourg,,1,0.0
655,3.0,0.0,32.0,1.0,0.0,15.85,Southampton,,1,1.0
656,3.0,1.0,33.0,3.0,0.0,15.85,Southampton,,0,3.0
657,3.0,1.0,0.75,2.0,1.0,19.2583,Cherbourg,,0,3.0
658,3.0,1.0,0.75,2.0,1.0,19.2583,Cherbourg,,0,3.0
659,3.0,1.0,5.0,2.0,1.0,19.2583,Cherbourg,,0,3.0
660,3.0,1.0,24.0,0.0,3.0,19.2583,Cherbourg,,0,3.0
661,3.0,1.0,18.0,0.0,0.0,8.05,Southampton,,0,0.0
662,3.0,0.0,40.0,0.0,0.0,7.225,Cherbourg,,1,0.0
663,3.0,0.0,26.0,0.0,0.0,7.8958,Southampton,,1,0.0
664,3.0,1.0,20.0,0.0,0.0,7.2292,Cherbourg,,1,0.0
665,3.0,0.0,18.0,0.0,1.0,14.4542,Cherbourg,,0,1.0
666,3.0,0.0,45.0,0.0,1.0,14.4542,Cherbourg,,0,1.0
667,3.0,0.0,27.0,0.0,0.0,7.8792,Queenstown,,0,0.0
668,3.0,0.0,22.0,0.0,0.0,8.05,Southampton,,1,0.0
669,3.0,0.0,19.0,0.0,0.0,8.05,Southampton,,1,0.0
670,3.0,0.0,26.0,0.0,0.0,7.775,Southampton,,1,0.0
671,3.0,0.0,22.0,0.0,0.0,9.35,Southampton,,1,0.0
672,3.0,0.0,,0.0,0.0,7.2292,Cherbourg,,1,0.0
673,3.0,0.0,20.0,0.0,0.0,4.0125,Cherbourg,,1,0.0
674,3.0,1.0,32.0,0.0,0.0,56.4958,Southampton,,1,0.0
675,3.0,0.0,21.0,0.0,0.0,7.775,Southampton,,1,0.0
676,3.0,0.0,18.0,0.0,0.0,7.75,Southampton,,1,0.0
677,3.0,0.0,26.0,0.0,0.0,7.8958,Southampton,,1,0.0
678,3.0,0.0,6.0,1.0,1.0,15.2458,Cherbourg,,1,2.0
679,3.0,0.0,9.0,1.0,1.0,15.2458,Cherbourg,,0,2.0
680,3.0,0.0,,0.0,0.0,7.225,Cherbourg,,1,0.0
681,3.0,0.0,,0.0,2.0,15.2458,Cherbourg,,0,2.0
682,3.0,0.0,,0.0,2.0,7.75,Queenstown,,0,2.0
683,3.0,0.0,40.0,1.0,1.0,15.5,Queenstown,,1,2.0
684,3.0,0.0,32.0,1.0,1.0,15.5,Queenstown,,0,2.0
685,3.0,0.0,21.0,0.0,0.0,16.1,Southampton,,1,0.0
686,3.0,1.0,22.0,0.0,0.0,7.725,Queenstown,,0,0.0
687,3.0,0.0,20.0,0.0,0.0,7.8542,Southampton,,0,0.0
688,3.0,0.0,29.0,1.0,0.0,7.0458,Southampton,,1,1.0
689,3.0,0.0,22.0,1.0,0.0,7.25,Southampton,,1,1.0
690,3.0,0.0,22.0,0.0,0.0,7.7958,Southampton,,1,0.0
691,3.0,0.0,35.0,0.0,0.0,8.05,Southampton,,1,0.0
692,3.0,0.0,18.5,0.0,0.0,7.2833,Queenstown,,0,0.0
693,3.0,1.0,21.0,0.0,0.0,7.8208,Queenstown,,1,0.0
694,3.0,0.0,19.0,0.0,0.0,6.75,Queenstown,,1,0.0
695,3.0,0.0,18.0,0.0,0.0,7.8792,Queenstown,,0,0.0
696,3.0,0.0,21.0,0.0,0.0,8.6625,Southampton,,0,0.0
697,3.0,0.0,30.0,0.0,0.0,8.6625,Southampton,,0,0.0
698,3.0,0.0,18.0,0.0,0.0,8.6625,Southampton,,1,0.0
699,3.0,0.0,38.0,0.0,0.0,8.6625,Southampton,,1,0.0
700,3.0,0.0,17.0,0.0,0.0,8.6625,Southampton,,1,0.0
701,3.0,0.0,17.0,0.0,0.0,8.6625,Southampton,,1,0.0
702,3.0,0.0,21.0,0.0,0.0,7.75,Queenstown,,0,0.0
703,3.0,0.0,21.0,0.0,0.0,7.75,Queenstown,,1,0.0
704,3.0,0.0,21.0,0.0,0.0,8.05,Southampton,,1,0.0
705,3.0,0.0,,1.0,0.0,14.4583,Cherbourg,,1,1.0
706,3.0,0.0,,1.0,0.0,14.4583,Cherbourg,,0,1.0
707,3.0,0.0,28.0,0.0,0.0,7.7958,Southampton,,1,0.0
708,3.0,0.0,24.0,0.0,0.0,7.8542,Southampton,,1,0.0
709,3.0,1.0,16.0,0.0,0.0,7.75,Queenstown,,0,0.0
710,3.0,0.0,37.0,0.0,0.0,7.75,Queenstown,,0,0.0
711,3.0,0.0,28.0,0.0,0.0,7.25,Southampton,,1,0.0
